1 10 1 1 10 1 1 10 1
2 10 2 2 10 2 2 10 2
1 10 1 1 10 1 1 10 1
2 5 1 2 5 2 1 10 1
2 5 1 2 5 3 1 10 1
2 5 2 2 5 1 1 10 1
2 5 3 2 5 1 1 10 1
2 5 2 2 5 2 1 10 1
2 5 3 2 5 3 1 10 1
0 3 1 0 3 1 1 10 1
0 10 1 0 10 1 1 10 1
0 5 1 0 5 2 1 10 1
0 5 1 0 5 3 1 10 1
0 5 2 0 5 1 1 10 1
0 5 3 0 5 1 1 10 1
0 5 2 0 5 2 1 10 1
0 5 3 0 5 3 1 10 1
-9 5 2 -3 5 2 1 10 1
-47 5 3 0 5 3 1 10 1
3 1 -1 3 1 -1 1 10 1
10 1 -1 10 1 -1 1 10 1
5 2 -1 5 2 -2 1 10 1
1 5 2 -1 5 2 1 10 1
5 2 -2 5 2 -1 1 10 1
5 2 -3 5 2 -1 1 10 1
5 2 -2 5 2 -2 1 10 1
5 2 -3 5 2 -3 1 10 1
3 0 -1 3 0 -1 1 10 1
10 0 -1 10 0 -1 1 10 1
5 0 -1 5 0 -2 1 10 1
5 0 -1 5 0 -3 1 10 1
5 0 -2 5 0 -1 1 10 1
5 0 -3 5 0 -1 1 10 1
5 0 -2 5 0 -2 1 10 1
5 0 -3 5 0 -3 1 10 1
5 -2 -2 5 -10 -2 1 10 1
5 -9 -3 5 0 -3 1 10 1
0 0 2 0 5 1 1 10 1
0 5 2 0 0 1 1 10 1
2 5 2 5 2 -2 1 10 1
2 20 5 25 7 -2 1 10 1
28 5 -6 2 5 3 1 10 1
28 0 -6 2 5 3 1 10 1
28 0 -6 -12 0 3 1 10 1
28 0 -6 0 5 3 1 10 1
0 0 1 0 0 1 1 1 1
1 1 1 1 1 1 1 1 1
0 0 1 1 1 1 1 1 1

